file	TP	FP	FN	P	R	F1
rosetta_v06_01477_Text-processing-2_text-processing-2	6	3	6	0.667	0.500	0.571
rosetta_v06_00023_A+B_a+b-3	6	3	4	0.667	0.600	0.632
rosetta_v06_01133_Pseudo-random-numbers-Xorshift-star_pseudo-random-numbers-xorshift-star	7	1	6	0.875	0.538	0.667
rosetta_v06_00958_Non-continuous-subsequences_non-continuous-subsequences-3	8	3	4	0.727	0.667	0.696
rosetta_v06_01220_Rosetta-Code-Rank-languages-by-popularity_rosetta-code-rank-languages-by-popularity-1	10	6	4	0.625	0.714	0.667
rosetta_v06_00781_List-rooted-trees_list-rooted-trees	11	4	4	0.733	0.733	0.733
rosetta_v06_00788_Logistic-curve-fitting-in-epidemiology_logistic-curve-fitting-in-epidemiology	9	3	4	0.750	0.692	0.720
rosetta_v06_00130_Babbage-problem_babbage-problem	6	1	4	0.857	0.600	0.706
rosetta_v06_01393_Stream-merge_stream-merge	6	2	5	0.750	0.545	0.632
rosetta_v06_00327_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-5	6	2	4	0.750	0.600	0.667
rosetta_v06_01285_Sierpinski-triangle_sierpinski-triangle-2	5	1	3	0.833	0.625	0.714
rosetta_v06_00313_Count-in-factors_count-in-factors	6	7	5	0.462	0.545	0.500
rosetta_v06_00224_Casting-out-nines_casting-out-nines	6	3	4	0.667	0.600	0.632
rosetta_v06_01010_Pangram-checker_pangram-checker-2	6	2	5	0.750	0.545	0.632
rosetta_v06_01043_Percolation-Bond-percolation_percolation-bond-percolation	10	15	5	0.400	0.667	0.500
rosetta_v06_00283_Compile-time-calculation_compile-time-calculation-2	6	1	4	0.857	0.600	0.706
rosetta_v06_01519_URL-decoding_url-decoding	7	3	4	0.700	0.636	0.667
rosetta_v06_01197_Repeat_repeat	8	1	4	0.889	0.667	0.762
rosetta_v06_01103_Prime-decomposition_prime-decomposition-3	8	11	4	0.421	0.667	0.516
rosetta_v06_01600_Write-to-Windows-event-log_write-to-windows-event-log	6	1	4	0.857	0.600	0.706
rosetta_v06_00505_File-input-output_file-input-output-1	6	1	4	0.857	0.600	0.706
rosetta_v06_01617_Yin-and-yang_yin-and-yang	6	1	5	0.857	0.545	0.667
rosetta_v06_00542_FizzBuzz_fizzbuzz-4	6	3	4	0.667	0.600	0.632
rosetta_v06_00292_Concurrent-computing_concurrent-computing-1	9	3	4	0.750	0.692	0.720
rosetta_v06_00939_N-queens-problem_n-queens-problem-2	6	30	5	0.167	0.545	0.255
rosetta_v06_00810_Loops-Foreach_loops-foreach-2	6	1	4	0.857	0.600	0.706
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	5	4	9	0.556	0.357	0.435
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	4	1	3	0.800	0.571	0.667
rosetta_v06_00435_Environment-variables_environment-variables	6	1	4	0.857	0.600	0.706
rosetta_v06_00644_Harmonic-series_harmonic-series	6	5	5	0.545	0.545	0.545
rosetta_v06_01470_Terminal-control-Unicode-output_terminal-control-unicode-output	4	1	4	0.800	0.500	0.615
rosetta_v06_01161_Random-number-generator-device-_random-number-generator-device--2	6	1	4	0.857	0.600	0.706
rosetta_v06_00432_Entropy-Narcissist_entropy-narcissist-1	8	2	4	0.800	0.667	0.727
rosetta_v06_00548_Flipping-bits-game_flipping-bits-game	12	6	5	0.667	0.706	0.686
rosetta_v06_00821_Loops-Nested_loops-nested-2	6	2	4	0.750	0.600	0.667
rosetta_v06_00646_Hash-from-two-arrays_hash-from-two-arrays	14	6	5	0.700	0.737	0.718
rosetta_v06_00114_Atomic-updates_atomic-updates-1	9	5	5	0.643	0.643	0.643
rosetta_v06_00664_Higher-order-functions_higher-order-functions-1	3	0	4	1.000	0.429	0.600
rosetta_v06_01402_String-length_string-length-3	6	1	4	0.857	0.600	0.706
rosetta_v06_01140_Pythagorean-triples_pythagorean-triples-1	6	3	4	0.667	0.600	0.632
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	7	2	4	0.778	0.636	0.700
rosetta_v06_01310_Smith-numbers_smith-numbers	8	12	7	0.400	0.533	0.457
rosetta_v06_00552_Floyds-triangle_floyds-triangle	6	3	5	0.667	0.545	0.600
rosetta_v06_00777_Levenshtein-distance_levenshtein-distance-2	9	5	4	0.643	0.692	0.667
rosetta_v06_00946_Naming-conventions_naming-conventions-3	3	0	3	1.000	0.500	0.667
rosetta_v06_01493_Tokenize-a-string-with-escaping_tokenize-a-string-with-escaping	7	2	5	0.778	0.583	0.667
rosetta_v06_01247_Search-in-paragraphs-text_search-in-paragraphs-text	7	3	5	0.700	0.583	0.636
rosetta_v06_00146_Binary-search_binary-search	5	1	5	0.833	0.500	0.625
rosetta_v06_01327_Sorting-algorithms-Bogosort_sorting-algorithms-bogosort	7	6	6	0.538	0.538	0.538
rosetta_v06_01437_Sum-to-100_sum-to-100-2	8	48	4	0.143	0.667	0.235
rosetta_v06_01372_Stack_stack-2	7	1	6	0.875	0.538	0.667
rosetta_v06_00758_Lah-numbers_lah-numbers	7	2	5	0.778	0.583	0.667
rosetta_v06_00333_Create-an-object-at-a-given-address_create-an-object-at-a-given-address-1	6	1	4	0.857	0.600	0.706
rosetta_v06_00747_Knapsack-problem-Unbounded_knapsack-problem-unbounded	6	2	3	0.750	0.667	0.706
rosetta_v06_01576_Water-collected-between-towers_water-collected-between-towers	8	8	4	0.500	0.667	0.571
rosetta_v06_00206_CUSIP_cusip	7	18	4	0.280	0.636	0.389
rosetta_v06_00466_Exponentiation-order_exponentiation-order	6	1	4	0.857	0.600	0.706
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	7	8	4	0.467	0.636	0.538
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	7	7	6	0.500	0.538	0.519
rosetta_v06_00393_Dot-product_dot-product	7	3	4	0.700	0.636	0.667
rosetta_v06_01266_Set-consolidation_set-consolidation-1	8	5	4	0.615	0.667	0.640
rosetta_v06_01287_Sierpinski-triangle-Graphical_sierpinski-triangle-graphical	9	6	5	0.600	0.643	0.621
rosetta_v06_00600_Golden-ratio-Convergence_golden-ratio-convergence	5	2	3	0.714	0.625	0.667
rosetta_v06_01130_Pseudo-random-numbers-Middle-square-method_pseudo-random-numbers-middle-square-method	7	1	4	0.875	0.636	0.737
rosetta_v06_01098_Pragmatic-directives_pragmatic-directives	6	3	4	0.667	0.600	0.632
rosetta_v06_00940_N-queens-problem_n-queens-problem-4	7	5	4	0.583	0.636	0.609
rosetta_v06_01494_Tonelli-Shanks-algorithm_tonelli-shanks-algorithm-2	8	9	4	0.471	0.667	0.552
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	8	23	12	0.258	0.400	0.314
rosetta_v06_00735_Kaprekar-numbers_kaprekar-numbers-1	7	11	5	0.389	0.583	0.467
rosetta_v06_00778_Levenshtein-distance-Alignment_levenshtein-distance-alignment	7	4	4	0.636	0.636	0.636
rosetta_v06_00189_Box-the-compass_box-the-compass	6	2	4	0.750	0.600	0.667
rosetta_v06_01615_Y-combinator_y-combinator	11	1	6	0.917	0.647	0.759
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	8	3	2	0.727	0.800	0.762
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	9	6	5	0.600	0.643	0.621
rosetta_v06_00318_Count-the-coins_count-the-coins-1	6	10	7	0.375	0.462	0.414
rosetta_v06_01590_Word-wheel_word-wheel	6	2	8	0.750	0.429	0.545
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	8	3	4	0.727	0.667	0.696
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	6	1	4	0.857	0.600	0.706
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	6	4	4	0.600	0.600	0.600
rosetta_v06_01554_Variables_variables-1	3	0	3	1.000	0.500	0.667
rosetta_v06_00013_21-game_21-game	9	1	4	0.900	0.692	0.783
rosetta_v06_00919_Multiplication-tables_multiplication-tables	6	1	4	0.857	0.600	0.706
rosetta_v06_01436_Sum-to-100_sum-to-100-1	10	33	6	0.233	0.625	0.339
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	8	12	6	0.400	0.571	0.471
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	6	2	4	0.750	0.600	0.667
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	8	9	4	0.471	0.667	0.552
rosetta_v06_00061_Anagrams_anagrams-1	8	8	5	0.500	0.615	0.552
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	8	7	4	0.533	0.667	0.593
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	7	1	4	0.875	0.636	0.737
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	7	6	4	0.538	0.636	0.583
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	7	2	5	0.778	0.583	0.667
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	5	1	5	0.833	0.500	0.625
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	6	2	4	0.750	0.600	0.667
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	21	12	7	0.636	0.750	0.689
rosetta_v06_00501_Fibonacci-word_fibonacci-word	9	3	5	0.750	0.643	0.692
rosetta_v06_01518_UPC_upc	9	10	5	0.474	0.643	0.545
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	8	9	4	0.471	0.667	0.552
