file	TP	FP	FN	P	R	F1
rosetta_v06_00130_Babbage-problem_babbage-problem	9	5	1	0.643	0.900	0.750
rosetta_v06_01393_Stream-merge_stream-merge	10	12	1	0.455	0.909	0.606
rosetta_v06_00327_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-5	9	9	1	0.500	0.900	0.643
rosetta_v06_01285_Sierpinski-triangle_sierpinski-triangle-2	7	7	1	0.500	0.875	0.636
rosetta_v06_00313_Count-in-factors_count-in-factors	10	15	1	0.400	0.909	0.556
rosetta_v06_00224_Casting-out-nines_casting-out-nines	9	7	1	0.562	0.900	0.692
rosetta_v06_01010_Pangram-checker_pangram-checker-2	10	11	1	0.476	0.909	0.625
rosetta_v06_01043_Percolation-Bond-percolation_percolation-bond-percolation	14	49	1	0.222	0.933	0.359
rosetta_v06_00283_Compile-time-calculation_compile-time-calculation-2	9	4	1	0.692	0.900	0.783
rosetta_v06_01519_URL-decoding_url-decoding	10	14	1	0.417	0.909	0.571
rosetta_v06_01197_Repeat_repeat	11	5	1	0.688	0.917	0.786
rosetta_v06_01103_Prime-decomposition_prime-decomposition-3	11	47	1	0.190	0.917	0.314
rosetta_v06_01600_Write-to-Windows-event-log_write-to-windows-event-log	9	6	1	0.600	0.900	0.720
rosetta_v06_00505_File-input-output_file-input-output-1	9	4	1	0.692	0.900	0.783
rosetta_v06_01617_Yin-and-yang_yin-and-yang	10	5	1	0.667	0.909	0.769
rosetta_v06_00542_FizzBuzz_fizzbuzz-4	9	10	1	0.474	0.900	0.621
rosetta_v06_00292_Concurrent-computing_concurrent-computing-1	12	7	1	0.632	0.923	0.750
rosetta_v06_00939_N-queens-problem_n-queens-problem-2	10	186	1	0.051	0.909	0.097
rosetta_v06_00810_Loops-Foreach_loops-foreach-2	9	6	1	0.600	0.900	0.720
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	10	26	4	0.278	0.714	0.400
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	7	2	0	0.778	1.000	0.875
rosetta_v06_00435_Environment-variables_environment-variables	9	6	1	0.600	0.900	0.720
rosetta_v06_00644_Harmonic-series_harmonic-series	10	18	1	0.357	0.909	0.513
rosetta_v06_01470_Terminal-control-Unicode-output_terminal-control-unicode-output	6	5	2	0.545	0.750	0.632
rosetta_v06_01161_Random-number-generator-device-_random-number-generator-device--2	9	4	1	0.692	0.900	0.783
rosetta_v06_00432_Entropy-Narcissist_entropy-narcissist-1	11	8	1	0.579	0.917	0.710
rosetta_v06_00548_Flipping-bits-game_flipping-bits-game	16	55	1	0.225	0.941	0.364
rosetta_v06_00821_Loops-Nested_loops-nested-2	9	9	1	0.500	0.900	0.643
rosetta_v06_00646_Hash-from-two-arrays_hash-from-two-arrays	18	23	1	0.439	0.947	0.600
rosetta_v06_00114_Atomic-updates_atomic-updates-1	13	31	1	0.295	0.929	0.448
rosetta_v06_00664_Higher-order-functions_higher-order-functions-1	7	2	0	0.778	1.000	0.875
rosetta_v06_01402_String-length_string-length-3	9	4	1	0.692	0.900	0.783
rosetta_v06_01140_Pythagorean-triples_pythagorean-triples-1	9	11	1	0.450	0.900	0.600
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	10	9	1	0.526	0.909	0.667
rosetta_v06_01310_Smith-numbers_smith-numbers	14	40	1	0.259	0.933	0.406
rosetta_v06_00552_Floyds-triangle_floyds-triangle	10	8	1	0.556	0.909	0.690
rosetta_v06_00777_Levenshtein-distance_levenshtein-distance-2	12	22	1	0.353	0.923	0.511
rosetta_v06_00946_Naming-conventions_naming-conventions-3	6	2	0	0.750	1.000	0.857
rosetta_v06_01493_Tokenize-a-string-with-escaping_tokenize-a-string-with-escaping	11	15	1	0.423	0.917	0.579
rosetta_v06_01247_Search-in-paragraphs-text_search-in-paragraphs-text	11	8	1	0.579	0.917	0.710
rosetta_v06_00146_Binary-search_binary-search	9	4	1	0.692	0.900	0.783
rosetta_v06_01327_Sorting-algorithms-Bogosort_sorting-algorithms-bogosort	12	20	1	0.375	0.923	0.533
rosetta_v06_01437_Sum-to-100_sum-to-100-2	11	211	1	0.050	0.917	0.094
rosetta_v06_01372_Stack_stack-2	12	5	1	0.706	0.923	0.800
rosetta_v06_00758_Lah-numbers_lah-numbers	11	29	1	0.275	0.917	0.423
rosetta_v06_00333_Create-an-object-at-a-given-address_create-an-object-at-a-given-address-1	9	4	1	0.692	0.900	0.783
rosetta_v06_00747_Knapsack-problem-Unbounded_knapsack-problem-unbounded	8	13	1	0.381	0.889	0.533
rosetta_v06_01576_Water-collected-between-towers_water-collected-between-towers	11	43	1	0.204	0.917	0.333
rosetta_v06_00206_CUSIP_cusip	10	36	1	0.217	0.909	0.351
rosetta_v06_00466_Exponentiation-order_exponentiation-order	9	4	1	0.692	0.900	0.783
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	10	23	1	0.303	0.909	0.455
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	12	43	1	0.218	0.923	0.353
rosetta_v06_00393_Dot-product_dot-product	10	12	1	0.455	0.909	0.606
rosetta_v06_01266_Set-consolidation_set-consolidation-1	11	16	1	0.407	0.917	0.564
rosetta_v06_01287_Sierpinski-triangle-Graphical_sierpinski-triangle-graphical	13	25	1	0.342	0.929	0.500
rosetta_v06_00600_Golden-ratio-Convergence_golden-ratio-convergence	7	5	1	0.583	0.875	0.700
rosetta_v06_01130_Pseudo-random-numbers-Middle-square-method_pseudo-random-numbers-middle-square-method	10	9	1	0.526	0.909	0.667
rosetta_v06_01098_Pragmatic-directives_pragmatic-directives	9	6	1	0.600	0.900	0.720
rosetta_v06_00940_N-queens-problem_n-queens-problem-4	10	18	1	0.357	0.909	0.513
rosetta_v06_01494_Tonelli-Shanks-algorithm_tonelli-shanks-algorithm-2	11	27	1	0.289	0.917	0.440
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	14	74	6	0.159	0.700	0.259
rosetta_v06_00735_Kaprekar-numbers_kaprekar-numbers-1	10	64	2	0.135	0.833	0.233
rosetta_v06_00778_Levenshtein-distance-Alignment_levenshtein-distance-alignment	10	17	1	0.370	0.909	0.526
rosetta_v06_00189_Box-the-compass_box-the-compass	9	5	1	0.643	0.900	0.750
rosetta_v06_01615_Y-combinator_y-combinator	15	9	2	0.625	0.882	0.732
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	10	16	0	0.385	1.000	0.556
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	13	11	1	0.542	0.929	0.684
rosetta_v06_00318_Count-the-coins_count-the-coins-1	10	56	3	0.152	0.769	0.253
rosetta_v06_01590_Word-wheel_word-wheel	13	13	1	0.500	0.929	0.650
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	11	17	1	0.393	0.917	0.550
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	9	7	1	0.562	0.900	0.692
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	9	12	1	0.429	0.900	0.581
rosetta_v06_01554_Variables_variables-1	6	2	0	0.750	1.000	0.857
rosetta_v06_00013_21-game_21-game	12	12	1	0.500	0.923	0.649
rosetta_v06_00919_Multiplication-tables_multiplication-tables	9	7	1	0.562	0.900	0.692
rosetta_v06_01436_Sum-to-100_sum-to-100-1	15	116	1	0.115	0.938	0.204
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	13	59	1	0.181	0.929	0.302
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	9	6	1	0.600	0.900	0.720
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	11	29	1	0.275	0.917	0.423
rosetta_v06_00061_Anagrams_anagrams-1	12	42	1	0.222	0.923	0.358
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	11	23	1	0.324	0.917	0.478
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	10	9	1	0.526	0.909	0.667
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	10	23	1	0.303	0.909	0.455
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	11	8	1	0.579	0.917	0.710
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	9	9	1	0.500	0.900	0.643
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	9	6	1	0.600	0.900	0.720
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	25	56	3	0.309	0.893	0.459
rosetta_v06_00501_Fibonacci-word_fibonacci-word	12	15	2	0.444	0.857	0.585
rosetta_v06_01518_UPC_upc	13	33	1	0.283	0.929	0.433
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	11	52	1	0.175	0.917	0.293
