file	TP	FP	FN	P	R	F1
rosetta_v06_00292_Concurrent-computing_concurrent-computing-1	10	17	3	0.370	0.769	0.500
rosetta_v06_00939_N-queens-problem_n-queens-problem-2	8	200	3	0.038	0.727	0.073
rosetta_v06_00810_Loops-Foreach_loops-foreach-2	7	9	3	0.438	0.700	0.538
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	9	47	5	0.161	0.643	0.257
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	6	11	1	0.353	0.857	0.500
rosetta_v06_00435_Environment-variables_environment-variables	7	8	3	0.467	0.700	0.560
rosetta_v06_00644_Harmonic-series_harmonic-series	8	18	3	0.308	0.727	0.432
rosetta_v06_01470_Terminal-control-Unicode-output_terminal-control-unicode-output	5	19	3	0.208	0.625	0.312
rosetta_v06_01161_Random-number-generator-device-_random-number-generator-device--2	7	7	3	0.500	0.700	0.583
rosetta_v06_00432_Entropy-Narcissist_entropy-narcissist-1	9	19	3	0.321	0.750	0.450
rosetta_v06_00548_Flipping-bits-game_flipping-bits-game	11	57	6	0.162	0.647	0.259
rosetta_v06_00821_Loops-Nested_loops-nested-2	7	14	3	0.333	0.700	0.452
rosetta_v06_00646_Hash-from-two-arrays_hash-from-two-arrays	16	40	3	0.286	0.842	0.427
rosetta_v06_00114_Atomic-updates_atomic-updates-1	11	38	3	0.224	0.786	0.349
rosetta_v06_00664_Higher-order-functions_higher-order-functions-1	6	11	1	0.353	0.857	0.500
rosetta_v06_01402_String-length_string-length-3	7	7	3	0.500	0.700	0.583
rosetta_v06_01140_Pythagorean-triples_pythagorean-triples-1	7	15	3	0.318	0.700	0.438
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	8	15	3	0.348	0.727	0.471
rosetta_v06_01310_Smith-numbers_smith-numbers	11	40	4	0.216	0.733	0.333
rosetta_v06_00552_Floyds-triangle_floyds-triangle	7	15	4	0.318	0.636	0.424
rosetta_v06_00777_Levenshtein-distance_levenshtein-distance-2	9	23	4	0.281	0.692	0.400
rosetta_v06_00946_Naming-conventions_naming-conventions-3	5	10	1	0.333	0.833	0.476
rosetta_v06_01493_Tokenize-a-string-with-escaping_tokenize-a-string-with-escaping	7	28	5	0.200	0.583	0.298
rosetta_v06_01247_Search-in-paragraphs-text_search-in-paragraphs-text	9	34	3	0.209	0.750	0.327
rosetta_v06_00146_Binary-search_binary-search	7	29	3	0.194	0.700	0.304
rosetta_v06_01327_Sorting-algorithms-Bogosort_sorting-algorithms-bogosort	9	18	4	0.333	0.692	0.450
rosetta_v06_01437_Sum-to-100_sum-to-100-2	7	424	5	0.016	0.583	0.032
rosetta_v06_01372_Stack_stack-2	11	22	2	0.333	0.846	0.478
rosetta_v06_00758_Lah-numbers_lah-numbers	8	35	4	0.186	0.667	0.291
rosetta_v06_00333_Create-an-object-at-a-given-address_create-an-object-at-a-given-address-1	7	7	3	0.500	0.700	0.583
rosetta_v06_00747_Knapsack-problem-Unbounded_knapsack-problem-unbounded	7	19	2	0.269	0.778	0.400
rosetta_v06_01576_Water-collected-between-towers_water-collected-between-towers	7	49	5	0.125	0.583	0.206
rosetta_v06_00206_CUSIP_cusip	7	112	4	0.059	0.636	0.108
rosetta_v06_00466_Exponentiation-order_exponentiation-order	7	8	3	0.467	0.700	0.560
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	8	33	3	0.195	0.727	0.308
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	9	55	4	0.141	0.692	0.234
rosetta_v06_00393_Dot-product_dot-product	8	13	3	0.381	0.727	0.500
rosetta_v06_01266_Set-consolidation_set-consolidation-1	9	19	3	0.321	0.750	0.450
rosetta_v06_01287_Sierpinski-triangle-Graphical_sierpinski-triangle-graphical	10	36	4	0.217	0.714	0.333
rosetta_v06_00600_Golden-ratio-Convergence_golden-ratio-convergence	6	12	2	0.333	0.750	0.462
rosetta_v06_01130_Pseudo-random-numbers-Middle-square-method_pseudo-random-numbers-middle-square-method	7	11	4	0.389	0.636	0.483
rosetta_v06_01098_Pragmatic-directives_pragmatic-directives	7	9	3	0.438	0.700	0.538
rosetta_v06_00940_N-queens-problem_n-queens-problem-4	7	25	4	0.219	0.636	0.326
rosetta_v06_01494_Tonelli-Shanks-algorithm_tonelli-shanks-algorithm-2	8	39	4	0.170	0.667	0.271
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	11	50	9	0.180	0.550	0.272
rosetta_v06_00735_Kaprekar-numbers_kaprekar-numbers-1	9	87	3	0.094	0.750	0.167
rosetta_v06_00778_Levenshtein-distance-Alignment_levenshtein-distance-alignment	8	27	3	0.229	0.727	0.348
rosetta_v06_00189_Box-the-compass_box-the-compass	7	9	3	0.438	0.700	0.538
rosetta_v06_01615_Y-combinator_y-combinator	14	14	3	0.500	0.824	0.622
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	9	22	1	0.290	0.900	0.439
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	8	16	6	0.333	0.571	0.421
rosetta_v06_00318_Count-the-coins_count-the-coins-1	9	59	4	0.132	0.692	0.222
rosetta_v06_01590_Word-wheel_word-wheel	8	24	6	0.250	0.571	0.348
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	9	33	3	0.214	0.750	0.333
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	7	9	3	0.438	0.700	0.538
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	7	17	3	0.292	0.700	0.412
rosetta_v06_01554_Variables_variables-1	5	10	1	0.333	0.833	0.476
rosetta_v06_00013_21-game_21-game	10	27	3	0.270	0.769	0.400
rosetta_v06_00919_Multiplication-tables_multiplication-tables	7	12	3	0.368	0.700	0.483
rosetta_v06_01436_Sum-to-100_sum-to-100-1	10	176	6	0.054	0.625	0.099
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	11	64	3	0.147	0.786	0.247
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	7	9	3	0.438	0.700	0.538
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	8	36	4	0.182	0.667	0.286
rosetta_v06_00061_Anagrams_anagrams-1	10	43	3	0.189	0.769	0.303
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	8	27	4	0.229	0.667	0.340
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	7	18	4	0.280	0.636	0.389
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	7	39	4	0.152	0.636	0.246
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	9	14	3	0.391	0.750	0.514
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	7	11	3	0.389	0.700	0.500
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	7	8	3	0.467	0.700	0.560
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	21	155	7	0.119	0.750	0.206
rosetta_v06_00501_Fibonacci-word_fibonacci-word	10	29	4	0.256	0.714	0.377
rosetta_v06_01518_UPC_upc	11	92	3	0.107	0.786	0.188
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	9	99	3	0.083	0.750	0.150
