file	TP	FP	FN	P	R	F1
rosetta_v06_01242_Scope-Function-names-and-labels_scope-function-names-and-labels	10	24	1	0.294	0.909	0.444
rosetta_v06_01498_Topological-sort_topological-sort-1	13	156	1	0.077	0.929	0.142
rosetta_v06_00973_Numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors_numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors	10	44	1	0.185	0.909	0.308
rosetta_v06_00262_Combinations_combinations-2	10	54	1	0.156	0.909	0.267
rosetta_v06_00257_Colorful-numbers_colorful-numbers	11	104	1	0.096	0.917	0.173
rosetta_v06_00141_Best-shuffle_best-shuffle-1	12	95	4	0.112	0.750	0.195
rosetta_v06_00995_Ordered-words_ordered-words-3	11	48	1	0.186	0.917	0.310
rosetta_v06_01564_Verify-distribution-uniformity-Naive_verify-distribution-uniformity-naive	10	63	1	0.137	0.909	0.238
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation	10	20	1	0.333	0.909	0.488
rosetta_v06_00118_Averages-Mean-angle_averages-mean-angle	8	22	1	0.267	0.889	0.410
rosetta_v06_00629_Guess-the-number_guess-the-number	9	25	1	0.265	0.900	0.409
rosetta_v06_00039_Accumulator-factory_accumulator-factory	9	12	2	0.429	0.818	0.562
rosetta_v06_00001_100-doors_100-doors-1	9	19	1	0.321	0.900	0.474
rosetta_v06_01104_Prime-decomposition_prime-decomposition-4	15	71	1	0.174	0.938	0.294
rosetta_v06_00330_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-1	9	17	1	0.346	0.900	0.500
rosetta_v06_00765_Last-letter-first-letter_last-letter-first-letter-1	11	87	1	0.112	0.917	0.200
rosetta_v06_01480_Text-processing-Max-licenses-in-use_text-processing-max-licenses-in-use-2	10	33	1	0.233	0.909	0.370
rosetta_v06_01599_Write-language-name-in-3D-ASCII_write-language-name-in-3d-ascii	9	15	1	0.375	0.900	0.529
rosetta_v06_01532_Unprimeable-numbers_unprimeable-numbers	22	95	6	0.188	0.786	0.303
rosetta_v06_01449_Take-notes-on-the-command-line_take-notes-on-the-command-line	9	34	1	0.209	0.900	0.340
rosetta_v06_00611_Gotchas_gotchas-8	7	6	0	0.538	1.000	0.700
rosetta_v06_01280_Sierpinski-carpet_sierpinski-carpet-3	14	99	1	0.124	0.933	0.219
rosetta_v06_00217_Call-an-object-method_call-an-object-method	10	19	1	0.345	0.909	0.500
rosetta_v06_01039_Pells-equation_pells-equation	12	36	1	0.250	0.923	0.393
rosetta_v06_00365_Descending-primes_descending-primes	10	49	1	0.169	0.909	0.286
rosetta_v06_00539_FizzBuzz_fizzbuzz-9	9	23	1	0.281	0.900	0.429
rosetta_v06_00006_100-prisoners_100-prisoners	13	91	1	0.125	0.929	0.220
rosetta_v06_00890_Middle-three-digits_middle-three-digits-1	10	25	1	0.286	0.909	0.435
rosetta_v06_01623_Zhang-Suen-thinning-algorithm_zhang-suen-thinning-algorithm	16	103	1	0.134	0.941	0.235
rosetta_v06_01312_Sockets_sockets	9	23	1	0.281	0.900	0.429
rosetta_v06_01396_String-comparison_string-comparison-2	11	32	1	0.256	0.917	0.400
rosetta_v06_00234_Check-output-device-is-a-terminal_check-output-device-is-a-terminal	9	19	1	0.321	0.900	0.474
rosetta_v06_01477_Text-processing-2_text-processing-2	11	68	1	0.139	0.917	0.242
rosetta_v06_00023_A+B_a+b-3	9	17	1	0.346	0.900	0.500
rosetta_v06_01133_Pseudo-random-numbers-Xorshift-star_pseudo-random-numbers-xorshift-star	12	23	1	0.343	0.923	0.500
rosetta_v06_00958_Non-continuous-subsequences_non-continuous-subsequences-3	11	54	1	0.169	0.917	0.286
rosetta_v06_01220_Rosetta-Code-Rank-languages-by-popularity_rosetta-code-rank-languages-by-popularity-1	13	54	1	0.194	0.929	0.321
rosetta_v06_00781_List-rooted-trees_list-rooted-trees	14	62	1	0.184	0.933	0.308
rosetta_v06_00788_Logistic-curve-fitting-in-epidemiology_logistic-curve-fitting-in-epidemiology	12	36	1	0.250	0.923	0.393
rosetta_v06_00130_Babbage-problem_babbage-problem	9	15	1	0.375	0.900	0.529
rosetta_v06_01393_Stream-merge_stream-merge	10	38	1	0.208	0.909	0.339
rosetta_v06_00327_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-5	9	21	1	0.300	0.900	0.450
rosetta_v06_01285_Sierpinski-triangle_sierpinski-triangle-2	7	21	1	0.250	0.875	0.389
rosetta_v06_00313_Count-in-factors_count-in-factors	10	44	1	0.185	0.909	0.308
rosetta_v06_00224_Casting-out-nines_casting-out-nines	9	20	1	0.310	0.900	0.462
rosetta_v06_01010_Pangram-checker_pangram-checker-2	10	26	1	0.278	0.909	0.426
rosetta_v06_01043_Percolation-Bond-percolation_percolation-bond-percolation	14	102	1	0.121	0.933	0.214
rosetta_v06_00283_Compile-time-calculation_compile-time-calculation-2	9	14	1	0.391	0.900	0.545
rosetta_v06_01519_URL-decoding_url-decoding	10	41	1	0.196	0.909	0.323
rosetta_v06_01197_Repeat_repeat	11	17	1	0.393	0.917	0.550
rosetta_v06_01103_Prime-decomposition_prime-decomposition-3	11	93	1	0.106	0.917	0.190
rosetta_v06_01600_Write-to-Windows-event-log_write-to-windows-event-log	9	18	1	0.333	0.900	0.486
rosetta_v06_00505_File-input-output_file-input-output-1	9	20	1	0.310	0.900	0.462
rosetta_v06_01617_Yin-and-yang_yin-and-yang	10	17	1	0.370	0.909	0.526
rosetta_v06_00542_FizzBuzz_fizzbuzz-4	9	28	1	0.243	0.900	0.383
rosetta_v06_00292_Concurrent-computing_concurrent-computing-1	12	31	1	0.279	0.923	0.429
rosetta_v06_00939_N-queens-problem_n-queens-problem-2	10	322	1	0.030	0.909	0.058
rosetta_v06_00810_Loops-Foreach_loops-foreach-2	9	19	1	0.321	0.900	0.474
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	11	73	3	0.131	0.786	0.224
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	7	9	0	0.438	1.000	0.609
rosetta_v06_00435_Environment-variables_environment-variables	9	17	1	0.346	0.900	0.500
rosetta_v06_00644_Harmonic-series_harmonic-series	10	31	1	0.244	0.909	0.385
rosetta_v06_01470_Terminal-control-Unicode-output_terminal-control-unicode-output	7	20	1	0.259	0.875	0.400
rosetta_v06_01161_Random-number-generator-device-_random-number-generator-device--2	9	15	1	0.375	0.900	0.529
rosetta_v06_00432_Entropy-Narcissist_entropy-narcissist-1	11	29	1	0.275	0.917	0.423
rosetta_v06_00548_Flipping-bits-game_flipping-bits-game	16	98	1	0.140	0.941	0.244
rosetta_v06_00821_Loops-Nested_loops-nested-2	9	26	1	0.257	0.900	0.400
rosetta_v06_00646_Hash-from-two-arrays_hash-from-two-arrays	18	55	1	0.247	0.947	0.391
rosetta_v06_00114_Atomic-updates_atomic-updates-1	13	76	1	0.146	0.929	0.252
rosetta_v06_00664_Higher-order-functions_higher-order-functions-1	7	6	0	0.538	1.000	0.700
rosetta_v06_01402_String-length_string-length-3	9	13	1	0.409	0.900	0.563
rosetta_v06_01140_Pythagorean-triples_pythagorean-triples-1	9	29	1	0.237	0.900	0.375
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	10	26	1	0.278	0.909	0.426
rosetta_v06_01310_Smith-numbers_smith-numbers	14	61	1	0.187	0.933	0.311
rosetta_v06_00552_Floyds-triangle_floyds-triangle	10	22	1	0.312	0.909	0.465
rosetta_v06_00777_Levenshtein-distance_levenshtein-distance-2	12	44	1	0.214	0.923	0.348
rosetta_v06_00946_Naming-conventions_naming-conventions-3	6	5	0	0.545	1.000	0.706
rosetta_v06_01493_Tokenize-a-string-with-escaping_tokenize-a-string-with-escaping	11	44	1	0.200	0.917	0.328
rosetta_v06_01247_Search-in-paragraphs-text_search-in-paragraphs-text	11	41	1	0.212	0.917	0.344
rosetta_v06_00146_Binary-search_binary-search	9	27	1	0.250	0.900	0.391
rosetta_v06_01327_Sorting-algorithms-Bogosort_sorting-algorithms-bogosort	12	37	1	0.245	0.923	0.387
rosetta_v06_01437_Sum-to-100_sum-to-100-2	11	632	1	0.017	0.917	0.034
rosetta_v06_01372_Stack_stack-2	12	21	1	0.364	0.923	0.522
rosetta_v06_00758_Lah-numbers_lah-numbers	11	59	1	0.157	0.917	0.268
rosetta_v06_00333_Create-an-object-at-a-given-address_create-an-object-at-a-given-address-1	9	16	1	0.360	0.900	0.514
rosetta_v06_00747_Knapsack-problem-Unbounded_knapsack-problem-unbounded	8	28	1	0.222	0.889	0.356
rosetta_v06_01576_Water-collected-between-towers_water-collected-between-towers	11	81	1	0.120	0.917	0.212
rosetta_v06_00206_CUSIP_cusip	10	155	1	0.061	0.909	0.114
rosetta_v06_00466_Exponentiation-order_exponentiation-order	9	14	1	0.391	0.900	0.545
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	10	49	1	0.169	0.909	0.286
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	12	95	1	0.112	0.923	0.200
rosetta_v06_00393_Dot-product_dot-product	10	28	1	0.263	0.909	0.408
rosetta_v06_01266_Set-consolidation_set-consolidation-1	11	36	1	0.234	0.917	0.373
rosetta_v06_01287_Sierpinski-triangle-Graphical_sierpinski-triangle-graphical	13	63	1	0.171	0.929	0.289
rosetta_v06_00600_Golden-ratio-Convergence_golden-ratio-convergence	7	11	1	0.389	0.875	0.538
rosetta_v06_01130_Pseudo-random-numbers-Middle-square-method_pseudo-random-numbers-middle-square-method	10	20	1	0.333	0.909	0.488
rosetta_v06_01098_Pragmatic-directives_pragmatic-directives	9	16	1	0.360	0.900	0.514
rosetta_v06_00940_N-queens-problem_n-queens-problem-4	10	44	1	0.185	0.909	0.308
rosetta_v06_01494_Tonelli-Shanks-algorithm_tonelli-shanks-algorithm-2	11	55	1	0.167	0.917	0.282
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	14	103	6	0.120	0.700	0.204
rosetta_v06_00735_Kaprekar-numbers_kaprekar-numbers-1	11	111	1	0.090	0.917	0.164
rosetta_v06_00778_Levenshtein-distance-Alignment_levenshtein-distance-alignment	10	47	1	0.175	0.909	0.294
rosetta_v06_00189_Box-the-compass_box-the-compass	9	16	1	0.360	0.900	0.514
rosetta_v06_01615_Y-combinator_y-combinator	15	24	2	0.385	0.882	0.536
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	10	31	0	0.244	1.000	0.392
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	13	26	1	0.333	0.929	0.491
rosetta_v06_00318_Count-the-coins_count-the-coins-1	11	98	2	0.101	0.846	0.180
rosetta_v06_01590_Word-wheel_word-wheel	13	41	1	0.241	0.929	0.382
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	11	51	1	0.177	0.917	0.297
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	9	19	1	0.321	0.900	0.474
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	9	35	1	0.205	0.900	0.333
rosetta_v06_01554_Variables_variables-1	6	5	0	0.545	1.000	0.706
rosetta_v06_00013_21-game_21-game	12	36	1	0.250	0.923	0.393
rosetta_v06_00919_Multiplication-tables_multiplication-tables	9	24	1	0.273	0.900	0.419
rosetta_v06_01436_Sum-to-100_sum-to-100-1	15	268	1	0.053	0.938	0.100
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	13	109	1	0.107	0.929	0.191
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	9	15	1	0.375	0.900	0.529
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	11	56	1	0.164	0.917	0.278
rosetta_v06_00061_Anagrams_anagrams-1	12	82	1	0.128	0.923	0.224
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	11	45	1	0.196	0.917	0.324
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	10	30	1	0.250	0.909	0.392
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	10	58	1	0.147	0.909	0.253
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	11	24	1	0.314	0.917	0.468
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	9	19	1	0.321	0.900	0.474
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	9	17	1	0.346	0.900	0.500
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	27	208	1	0.115	0.964	0.205
rosetta_v06_00501_Fibonacci-word_fibonacci-word	13	52	1	0.200	0.929	0.329
rosetta_v06_01518_UPC_upc	13	115	1	0.102	0.929	0.183
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	11	113	1	0.089	0.917	0.162
