file	TP	FP	FN	P	R	F1
rosetta_v06_01437_Sum-to-100_sum-to-100-2	5	11	7	0.312	0.417	0.357
rosetta_v06_01372_Stack_stack-2	8	2	5	0.800	0.615	0.696
rosetta_v06_00758_Lah-numbers_lah-numbers	6	2	6	0.750	0.500	0.600
rosetta_v06_00333_Create-an-object-at-a-given-address_create-an-object-at-a-given-address-1	4	1	6	0.800	0.400	0.533
rosetta_v06_00747_Knapsack-problem-Unbounded_knapsack-problem-unbounded	4	2	5	0.667	0.444	0.533
rosetta_v06_01576_Water-collected-between-towers_water-collected-between-towers	5	2	7	0.714	0.417	0.526
rosetta_v06_00206_CUSIP_cusip	5	2	6	0.714	0.455	0.556
rosetta_v06_00466_Exponentiation-order_exponentiation-order	4	1	6	0.800	0.400	0.533
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	5	3	6	0.625	0.455	0.526
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	6	5	7	0.545	0.462	0.500
rosetta_v06_00393_Dot-product_dot-product	5	1	6	0.833	0.455	0.588
rosetta_v06_01266_Set-consolidation_set-consolidation-1	6	2	6	0.750	0.500	0.600
rosetta_v06_01287_Sierpinski-triangle-Graphical_sierpinski-triangle-graphical	7	1	7	0.875	0.500	0.636
rosetta_v06_00600_Golden-ratio-Convergence_golden-ratio-convergence	3	1	5	0.750	0.375	0.500
rosetta_v06_01130_Pseudo-random-numbers-Middle-square-method_pseudo-random-numbers-middle-square-method	5	1	6	0.833	0.455	0.588
rosetta_v06_01098_Pragmatic-directives_pragmatic-directives	4	1	6	0.800	0.400	0.533
rosetta_v06_00940_N-queens-problem_n-queens-problem-4	5	1	6	0.833	0.455	0.588
rosetta_v06_01494_Tonelli-Shanks-algorithm_tonelli-shanks-algorithm-2	5	3	7	0.625	0.417	0.500
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	8	7	12	0.533	0.400	0.457
rosetta_v06_00735_Kaprekar-numbers_kaprekar-numbers-1	6	5	6	0.545	0.500	0.522
rosetta_v06_00778_Levenshtein-distance-Alignment_levenshtein-distance-alignment	5	1	6	0.833	0.455	0.588
rosetta_v06_00189_Box-the-compass_box-the-compass	4	1	6	0.800	0.400	0.533
rosetta_v06_01615_Y-combinator_y-combinator	10	1	7	0.909	0.588	0.714
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	8	1	2	0.889	0.800	0.842
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	5	2	9	0.714	0.357	0.476
rosetta_v06_00318_Count-the-coins_count-the-coins-1	6	1	7	0.857	0.462	0.600
rosetta_v06_01590_Word-wheel_word-wheel	6	2	8	0.750	0.429	0.545
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	6	1	6	0.857	0.500	0.632
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	4	1	6	0.800	0.400	0.533
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	4	1	6	0.800	0.400	0.533
rosetta_v06_01554_Variables_variables-1	2	1	4	0.667	0.333	0.444
rosetta_v06_00013_21-game_21-game	8	2	5	0.800	0.615	0.696
rosetta_v06_00919_Multiplication-tables_multiplication-tables	4	1	6	0.800	0.400	0.533
rosetta_v06_01436_Sum-to-100_sum-to-100-1	7	4	9	0.636	0.438	0.519
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	8	2	6	0.800	0.571	0.667
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	4	1	6	0.800	0.400	0.533
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	6	4	6	0.600	0.500	0.545
rosetta_v06_00061_Anagrams_anagrams-1	7	3	6	0.700	0.538	0.609
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	5	3	7	0.625	0.417	0.500
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	5	1	6	0.833	0.455	0.588
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	5	3	6	0.625	0.455	0.526
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	7	1	5	0.875	0.583	0.700
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	4	2	6	0.667	0.400	0.500
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	4	1	6	0.800	0.400	0.533
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	18	6	10	0.750	0.643	0.692
rosetta_v06_00501_Fibonacci-word_fibonacci-word	7	1	7	0.875	0.500	0.636
rosetta_v06_01518_UPC_upc	8	2	6	0.800	0.571	0.667
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	7	3	5	0.700	0.583	0.636
