file	TP	FP	FN	P	R	F1
rosetta_v06_01564_Verify-distribution-uniformity-Naive_verify-distribution-uniformity-naive	10	28	1	0.263	0.909	0.408
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation	10	5	1	0.667	0.909	0.769
rosetta_v06_00118_Averages-Mean-angle_averages-mean-angle	8	7	1	0.533	0.889	0.667
rosetta_v06_00629_Guess-the-number_guess-the-number	9	4	1	0.692	0.900	0.783
rosetta_v06_00039_Accumulator-factory_accumulator-factory	10	1	1	0.909	0.909	0.909
rosetta_v06_00001_100-doors_100-doors-1	9	6	1	0.600	0.900	0.720
rosetta_v06_01104_Prime-decomposition_prime-decomposition-4	15	29	1	0.341	0.938	0.500
rosetta_v06_00330_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-1	9	4	1	0.692	0.900	0.783
rosetta_v06_00765_Last-letter-first-letter_last-letter-first-letter-1	11	28	1	0.282	0.917	0.431
rosetta_v06_01480_Text-processing-Max-licenses-in-use_text-processing-max-licenses-in-use-2	10	6	1	0.625	0.909	0.741
rosetta_v06_01599_Write-language-name-in-3D-ASCII_write-language-name-in-3d-ascii	9	4	1	0.692	0.900	0.783
rosetta_v06_01532_Unprimeable-numbers_unprimeable-numbers	24	33	4	0.421	0.857	0.565
rosetta_v06_01449_Take-notes-on-the-command-line_take-notes-on-the-command-line	9	7	1	0.562	0.900	0.692
rosetta_v06_00611_Gotchas_gotchas-8	7	1	0	0.875	1.000	0.933
rosetta_v06_01280_Sierpinski-carpet_sierpinski-carpet-3	14	50	1	0.219	0.933	0.354
rosetta_v06_00217_Call-an-object-method_call-an-object-method	10	5	1	0.667	0.909	0.769
rosetta_v06_01039_Pells-equation_pells-equation	12	9	1	0.571	0.923	0.706
rosetta_v06_00365_Descending-primes_descending-primes	10	17	1	0.370	0.909	0.526
rosetta_v06_00539_FizzBuzz_fizzbuzz-9	9	4	1	0.692	0.900	0.783
rosetta_v06_00006_100-prisoners_100-prisoners	13	32	1	0.289	0.929	0.441
rosetta_v06_00890_Middle-three-digits_middle-three-digits-1	10	4	1	0.714	0.909	0.800
rosetta_v06_01623_Zhang-Suen-thinning-algorithm_zhang-suen-thinning-algorithm	16	36	1	0.308	0.941	0.464
rosetta_v06_01312_Sockets_sockets	9	5	1	0.643	0.900	0.750
rosetta_v06_01396_String-comparison_string-comparison-2	11	14	1	0.440	0.917	0.595
rosetta_v06_00234_Check-output-device-is-a-terminal_check-output-device-is-a-terminal	9	4	1	0.692	0.900	0.783
rosetta_v06_01477_Text-processing-2_text-processing-2	11	19	1	0.367	0.917	0.524
rosetta_v06_00023_A+B_a+b-3	9	4	1	0.692	0.900	0.783
rosetta_v06_01133_Pseudo-random-numbers-Xorshift-star_pseudo-random-numbers-xorshift-star	12	5	1	0.706	0.923	0.800
rosetta_v06_00958_Non-continuous-subsequences_non-continuous-subsequences-3	11	12	1	0.478	0.917	0.629
rosetta_v06_01220_Rosetta-Code-Rank-languages-by-popularity_rosetta-code-rank-languages-by-popularity-1	13	18	1	0.419	0.929	0.578
rosetta_v06_00781_List-rooted-trees_list-rooted-trees	14	14	1	0.500	0.933	0.651
rosetta_v06_00788_Logistic-curve-fitting-in-epidemiology_logistic-curve-fitting-in-epidemiology	12	8	1	0.600	0.923	0.727
rosetta_v06_00130_Babbage-problem_babbage-problem	9	3	1	0.750	0.900	0.818
rosetta_v06_01393_Stream-merge_stream-merge	10	10	1	0.500	0.909	0.645
rosetta_v06_00327_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-5	9	6	1	0.600	0.900	0.720
rosetta_v06_01285_Sierpinski-triangle_sierpinski-triangle-2	7	4	1	0.636	0.875	0.737
rosetta_v06_00313_Count-in-factors_count-in-factors	10	11	1	0.476	0.909	0.625
rosetta_v06_00224_Casting-out-nines_casting-out-nines	9	5	1	0.643	0.900	0.750
rosetta_v06_01010_Pangram-checker_pangram-checker-2	10	8	1	0.556	0.909	0.690
rosetta_v06_01043_Percolation-Bond-percolation_percolation-bond-percolation	14	42	1	0.250	0.933	0.394
rosetta_v06_00283_Compile-time-calculation_compile-time-calculation-2	9	3	1	0.750	0.900	0.818
rosetta_v06_01519_URL-decoding_url-decoding	10	8	1	0.556	0.909	0.690
rosetta_v06_01197_Repeat_repeat	11	3	1	0.786	0.917	0.846
rosetta_v06_01103_Prime-decomposition_prime-decomposition-3	11	36	1	0.234	0.917	0.373
rosetta_v06_01600_Write-to-Windows-event-log_write-to-windows-event-log	9	4	1	0.692	0.900	0.783
rosetta_v06_00505_File-input-output_file-input-output-1	9	2	1	0.818	0.900	0.857
rosetta_v06_01617_Yin-and-yang_yin-and-yang	10	3	1	0.769	0.909	0.833
rosetta_v06_00542_FizzBuzz_fizzbuzz-4	9	7	1	0.562	0.900	0.692
rosetta_v06_00292_Concurrent-computing_concurrent-computing-1	12	8	1	0.600	0.923	0.727
rosetta_v06_00939_N-queens-problem_n-queens-problem-2	10	126	1	0.074	0.909	0.136
rosetta_v06_00810_Loops-Foreach_loops-foreach-2	9	4	1	0.692	0.900	0.783
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	11	23	3	0.324	0.786	0.458
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	7	1	0	0.875	1.000	0.933
rosetta_v06_00435_Environment-variables_environment-variables	9	3	1	0.750	0.900	0.818
rosetta_v06_00644_Harmonic-series_harmonic-series	10	16	1	0.385	0.909	0.541
rosetta_v06_01470_Terminal-control-Unicode-output_terminal-control-unicode-output	6	3	2	0.667	0.750	0.706
rosetta_v06_01161_Random-number-generator-device-_random-number-generator-device--2	9	2	1	0.818	0.900	0.857
rosetta_v06_00432_Entropy-Narcissist_entropy-narcissist-1	11	6	1	0.647	0.917	0.759
rosetta_v06_00548_Flipping-bits-game_flipping-bits-game	16	37	1	0.302	0.941	0.457
rosetta_v06_00821_Loops-Nested_loops-nested-2	9	6	1	0.600	0.900	0.720
rosetta_v06_00646_Hash-from-two-arrays_hash-from-two-arrays	18	18	1	0.500	0.947	0.655
rosetta_v06_00114_Atomic-updates_atomic-updates-1	13	24	1	0.351	0.929	0.510
rosetta_v06_00664_Higher-order-functions_higher-order-functions-1	7	1	0	0.875	1.000	0.933
rosetta_v06_01402_String-length_string-length-3	9	2	1	0.818	0.900	0.857
rosetta_v06_01140_Pythagorean-triples_pythagorean-triples-1	9	9	1	0.500	0.900	0.643
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	10	6	1	0.625	0.909	0.741
rosetta_v06_01310_Smith-numbers_smith-numbers	14	29	1	0.326	0.933	0.483
rosetta_v06_00552_Floyds-triangle_floyds-triangle	10	6	1	0.625	0.909	0.741
rosetta_v06_00777_Levenshtein-distance_levenshtein-distance-2	12	16	1	0.429	0.923	0.585
rosetta_v06_00946_Naming-conventions_naming-conventions-3	6	1	0	0.857	1.000	0.923
rosetta_v06_01493_Tokenize-a-string-with-escaping_tokenize-a-string-with-escaping	11	11	1	0.500	0.917	0.647
rosetta_v06_01247_Search-in-paragraphs-text_search-in-paragraphs-text	11	8	1	0.579	0.917	0.710
rosetta_v06_00146_Binary-search_binary-search	9	3	1	0.750	0.900	0.818
rosetta_v06_01327_Sorting-algorithms-Bogosort_sorting-algorithms-bogosort	12	18	1	0.400	0.923	0.558
rosetta_v06_01437_Sum-to-100_sum-to-100-2	11	192	1	0.054	0.917	0.102
rosetta_v06_01372_Stack_stack-2	12	4	1	0.750	0.923	0.828
rosetta_v06_00758_Lah-numbers_lah-numbers	11	22	1	0.333	0.917	0.489
rosetta_v06_00333_Create-an-object-at-a-given-address_create-an-object-at-a-given-address-1	9	2	1	0.818	0.900	0.857
rosetta_v06_00747_Knapsack-problem-Unbounded_knapsack-problem-unbounded	8	10	1	0.444	0.889	0.593
rosetta_v06_01576_Water-collected-between-towers_water-collected-between-towers	11	24	1	0.314	0.917	0.468
rosetta_v06_00206_CUSIP_cusip	10	31	1	0.244	0.909	0.385
rosetta_v06_00466_Exponentiation-order_exponentiation-order	9	2	1	0.818	0.900	0.857
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	10	20	1	0.333	0.909	0.488
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	11	30	2	0.268	0.846	0.407
rosetta_v06_00393_Dot-product_dot-product	10	9	1	0.526	0.909	0.667
rosetta_v06_01266_Set-consolidation_set-consolidation-1	11	13	1	0.458	0.917	0.611
rosetta_v06_01287_Sierpinski-triangle-Graphical_sierpinski-triangle-graphical	13	20	1	0.394	0.929	0.553
rosetta_v06_00600_Golden-ratio-Convergence_golden-ratio-convergence	7	4	1	0.636	0.875	0.737
rosetta_v06_01130_Pseudo-random-numbers-Middle-square-method_pseudo-random-numbers-middle-square-method	10	9	1	0.526	0.909	0.667
rosetta_v06_01098_Pragmatic-directives_pragmatic-directives	9	4	1	0.692	0.900	0.783
rosetta_v06_00940_N-queens-problem_n-queens-problem-4	10	12	1	0.455	0.909	0.606
rosetta_v06_01494_Tonelli-Shanks-algorithm_tonelli-shanks-algorithm-2	11	21	1	0.344	0.917	0.500
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	14	53	6	0.209	0.700	0.322
rosetta_v06_00735_Kaprekar-numbers_kaprekar-numbers-1	10	59	2	0.145	0.833	0.247
rosetta_v06_00778_Levenshtein-distance-Alignment_levenshtein-distance-alignment	10	13	1	0.435	0.909	0.588
rosetta_v06_00189_Box-the-compass_box-the-compass	9	3	1	0.750	0.900	0.818
rosetta_v06_01615_Y-combinator_y-combinator	15	7	2	0.682	0.882	0.769
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	10	14	0	0.417	1.000	0.588
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	13	9	1	0.591	0.929	0.722
rosetta_v06_00318_Count-the-coins_count-the-coins-1	10	32	3	0.238	0.769	0.364
rosetta_v06_01590_Word-wheel_word-wheel	13	10	1	0.565	0.929	0.703
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	11	14	1	0.440	0.917	0.595
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	9	5	1	0.643	0.900	0.750
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	9	10	1	0.474	0.900	0.621
rosetta_v06_01554_Variables_variables-1	6	1	0	0.857	1.000	0.923
rosetta_v06_00013_21-game_21-game	12	10	1	0.545	0.923	0.686
rosetta_v06_00919_Multiplication-tables_multiplication-tables	9	5	1	0.643	0.900	0.750
rosetta_v06_01436_Sum-to-100_sum-to-100-1	15	108	1	0.122	0.938	0.216
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	13	35	1	0.271	0.929	0.419
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	9	4	1	0.692	0.900	0.783
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	11	21	1	0.344	0.917	0.500
rosetta_v06_00061_Anagrams_anagrams-1	12	31	1	0.279	0.923	0.429
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	11	19	1	0.367	0.917	0.524
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	10	5	1	0.667	0.909	0.769
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	10	19	1	0.345	0.909	0.500
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	11	7	1	0.611	0.917	0.733
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	9	6	1	0.600	0.900	0.720
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	9	3	1	0.750	0.900	0.818
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	26	54	2	0.325	0.929	0.481
rosetta_v06_00501_Fibonacci-word_fibonacci-word	12	14	2	0.462	0.857	0.600
rosetta_v06_01518_UPC_upc	12	25	2	0.324	0.857	0.471
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	11	34	1	0.244	0.917	0.386
