file	TP	FP	FN	P	R	F1
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	2	1	5	0.667	0.286	0.400
rosetta_v06_00435_Environment-variables_environment-variables	1	1	9	0.500	0.100	0.167
rosetta_v06_00644_Harmonic-series_harmonic-series	1	1	10	0.500	0.091	0.154
rosetta_v06_01470_Terminal-control-Unicode-output_terminal-control-unicode-output	0	2	8	0.000	0.000	0.000
rosetta_v06_01161_Random-number-generator-device-_random-number-generator-device--2	2	1	8	0.667	0.200	0.308
rosetta_v06_00432_Entropy-Narcissist_entropy-narcissist-1	4	1	8	0.800	0.333	0.471
rosetta_v06_00548_Flipping-bits-game_flipping-bits-game	4	5	13	0.444	0.235	0.308
rosetta_v06_00821_Loops-Nested_loops-nested-2	1	1	9	0.500	0.100	0.167
rosetta_v06_00646_Hash-from-two-arrays_hash-from-two-arrays	8	2	11	0.800	0.421	0.552
rosetta_v06_00114_Atomic-updates_atomic-updates-1	5	6	9	0.455	0.357	0.400
rosetta_v06_00664_Higher-order-functions_higher-order-functions-1	2	1	5	0.667	0.286	0.400
rosetta_v06_01402_String-length_string-length-3	2	0	8	1.000	0.200	0.333
rosetta_v06_01140_Pythagorean-triples_pythagorean-triples-1	2	1	8	0.667	0.200	0.308
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	3	1	8	0.750	0.273	0.400
rosetta_v06_01310_Smith-numbers_smith-numbers	1	5	14	0.167	0.067	0.095
rosetta_v06_00552_Floyds-triangle_floyds-triangle	4	1	7	0.800	0.364	0.500
rosetta_v06_00777_Levenshtein-distance_levenshtein-distance-2	4	3	9	0.571	0.308	0.400
rosetta_v06_00946_Naming-conventions_naming-conventions-3	1	1	5	0.500	0.167	0.250
rosetta_v06_01493_Tokenize-a-string-with-escaping_tokenize-a-string-with-escaping	3	2	9	0.600	0.250	0.353
rosetta_v06_01247_Search-in-paragraphs-text_search-in-paragraphs-text	3	4	9	0.429	0.250	0.316
rosetta_v06_00146_Binary-search_binary-search	3	2	7	0.600	0.300	0.400
rosetta_v06_01327_Sorting-algorithms-Bogosort_sorting-algorithms-bogosort	3	2	10	0.600	0.231	0.333
rosetta_v06_01437_Sum-to-100_sum-to-100-2	1	12	11	0.077	0.083	0.080
rosetta_v06_01372_Stack_stack-2	4	2	9	0.667	0.308	0.421
rosetta_v06_00758_Lah-numbers_lah-numbers	2	4	10	0.333	0.167	0.222
rosetta_v06_00333_Create-an-object-at-a-given-address_create-an-object-at-a-given-address-1	2	1	8	0.667	0.200	0.308
rosetta_v06_00747_Knapsack-problem-Unbounded_knapsack-problem-unbounded	1	2	8	0.333	0.111	0.167
rosetta_v06_01576_Water-collected-between-towers_water-collected-between-towers	3	3	9	0.500	0.250	0.333
rosetta_v06_00206_CUSIP_cusip	1	17	10	0.056	0.091	0.069
rosetta_v06_00466_Exponentiation-order_exponentiation-order	2	1	8	0.667	0.200	0.308
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	3	1	8	0.750	0.273	0.400
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	3	2	10	0.600	0.231	0.333
rosetta_v06_00393_Dot-product_dot-product	2	2	9	0.500	0.182	0.267
rosetta_v06_01266_Set-consolidation_set-consolidation-1	4	1	8	0.800	0.333	0.471
rosetta_v06_01287_Sierpinski-triangle-Graphical_sierpinski-triangle-graphical	4	1	10	0.800	0.286	0.421
rosetta_v06_00600_Golden-ratio-Convergence_golden-ratio-convergence	2	1	6	0.667	0.250	0.364
rosetta_v06_01130_Pseudo-random-numbers-Middle-square-method_pseudo-random-numbers-middle-square-method	2	1	9	0.667	0.182	0.286
rosetta_v06_01098_Pragmatic-directives_pragmatic-directives	2	1	8	0.667	0.200	0.308
rosetta_v06_00940_N-queens-problem_n-queens-problem-4	3	1	8	0.750	0.273	0.400
rosetta_v06_01494_Tonelli-Shanks-algorithm_tonelli-shanks-algorithm-2	4	3	8	0.571	0.333	0.421
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	3	8	17	0.273	0.150	0.194
rosetta_v06_00735_Kaprekar-numbers_kaprekar-numbers-1	2	6	10	0.250	0.167	0.200
rosetta_v06_00778_Levenshtein-distance-Alignment_levenshtein-distance-alignment	1	2	10	0.333	0.091	0.143
rosetta_v06_00189_Box-the-compass_box-the-compass	2	1	8	0.667	0.200	0.308
rosetta_v06_01615_Y-combinator_y-combinator	8	4	9	0.667	0.471	0.552
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	5	1	5	0.833	0.500	0.625
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	3	2	11	0.600	0.214	0.316
rosetta_v06_00318_Count-the-coins_count-the-coins-1	4	1	9	0.800	0.308	0.444
rosetta_v06_01590_Word-wheel_word-wheel	3	2	11	0.600	0.214	0.316
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	3	1	9	0.750	0.250	0.375
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	2	1	8	0.667	0.200	0.308
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	1	1	9	0.500	0.100	0.167
rosetta_v06_01554_Variables_variables-1	1	1	5	0.500	0.167	0.250
rosetta_v06_00013_21-game_21-game	5	3	8	0.625	0.385	0.476
rosetta_v06_00919_Multiplication-tables_multiplication-tables	3	2	7	0.600	0.300	0.400
rosetta_v06_01436_Sum-to-100_sum-to-100-1	3	7	13	0.300	0.188	0.231
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	4	2	10	0.667	0.286	0.400
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	1	1	9	0.500	0.100	0.167
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	3	3	9	0.500	0.250	0.333
rosetta_v06_00061_Anagrams_anagrams-1	4	1	9	0.800	0.308	0.444
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	5	3	7	0.625	0.417	0.500
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	4	1	7	0.800	0.364	0.500
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	2	3	9	0.400	0.182	0.250
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	2	2	10	0.500	0.167	0.250
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	1	1	9	0.500	0.100	0.167
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	2	2	8	0.500	0.200	0.286
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	16	12	12	0.571	0.571	0.571
rosetta_v06_00501_Fibonacci-word_fibonacci-word	5	5	9	0.500	0.357	0.417
rosetta_v06_01518_UPC_upc	5	4	9	0.556	0.357	0.435
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	1	5	11	0.167	0.083	0.111
